Provider,Category,Feature,Protocol,Raw_Value,Score,Provenance
VeePN,Security,Ipv6 leak pass rate,Overall,tier_pass,0.80,editorial_default
VeePN,Security,Kill switch effectiveness,Overall,effective,0.60,editorial_default
VeePN,Security,Modern protocols,Overall,has_modern,0.70,manual_admin
VeePN,Security,No logs policy status,Overall,logs_kept,0.00,editorial_default
VeePN,Security,Obfuscation available,Overall,yes,0.50,calculated
VeePN,Security,Perfect forward secrecy,Overall,yes,0.30,calculated
VeePN,Security,Rsa key length,Overall,2048,0.10,manual_admin
VeePN,Security,Webrtc leak pass rate,Overall,tier_pass,0.80,editorial_default
VeePN,Speed,_section_total,Overall,,7.80,calculated
VeePN,Speed,_section_total_v3_global,Overall,,5.00,editorial_default
VeePN,Speed,_section_total_v3_uk,Overall,,5.00,editorial_default
VeePN,Speed,Connection time,Overall,tier_okay,0.05,editorial_default
VeePN,Speed,Download tier,Overall,tier_good,2.65,editorial_default
VeePN,Speed,Jitter tier,Overall,tier_good,0.20,editorial_default
VeePN,Speed,Latency tier,Overall,tier_good,1.50,editorial_default
VeePN,Speed,Long distance speed,Overall,tier_consistent,1.00,editorial_default
VeePN,Speed,Packet loss tier,Overall,tier_good,0.40,editorial_default
VeePN,Speed,Speed consistency,Overall,tier_consistent,1.00,editorial_default
VeePN,Speed,Upload tier,Overall,tier_good,1.00,editorial_default
VeePN,Streaming,_section_total,Overall,,0.45,calculated
VeePN,Streaming,Android tv app,Overall,,0.00,comparitech_api
VeePN,Streaming,Browser extensions,Overall,yes,,editorial_default
VeePN,Streaming,Includes ad blocker,Overall,,0.00,comparitech_api
VeePN,Streaming,Number of locations in relevant country,Overall,<5,1.20,comparitech_api
VeePN,Streaming,Offers a smart dns service,Overall,,0.00,comparitech_api
VeePN,Streaming,Simultaneous stream capacity,Overall,under_4,0.15,editorial_default
VeePN,Streaming,Streaming device apps,Overall,none,0.00,calculated
VeePN,Streaming,Streaming unblock toolkit,Overall,yes,0.30,editorial_default
VeePN,Streaming,Tier1 streaming,Overall,most_3_or_4,,editorial_default
VeePN,Streaming,Tier2 streaming,Overall,most_3_or_4,,editorial_default
VeePN,Streaming,Tier3 streaming,Overall,most_3_or_4,,editorial_default
VeePN,Streaming,Works in high censorship countries,Overall,,0.00,comparitech_api
VeePN,SystemPerformance,_section_total,Overall,,4.00,calculated
VeePN,SystemPerformance,Cpu tier,Overall,tier_okay,1.20,editorial_default
VeePN,SystemPerformance,Idle delta cpu tier,Overall,tier_okay,0.00,editorial_default
VeePN,SystemPerformance,Load efficiency tier,Overall,tier_okay,4.00,editorial_default
VeePN,SystemPerformance,Network overhead tier,Overall,tier_okay,1.00,editorial_default
VeePN,SystemPerformance,Ram delta tier,Overall,tier_okay,0.00,editorial_default
VeePN,SystemPerformance,Ram tier,Overall,tier_okay,1.20,editorial_default
VeePN,ValueForMoney,_section_total,Overall,,6.00,calculated
VeePN,ValueForMoney,Anonymous payments vfm,Overall,multiple,0.50,editorial_default
VeePN,ValueForMoney,Clear cancellation,Overall,yes,0.50,editorial_default
VeePN,ValueForMoney,Connection limit tier,Overall,,,editorial_default
VeePN,ValueForMoney,Country count,Overall,30_to_59,,manual_admin
VeePN,ValueForMoney,Free trial available,Overall,yes,0.40,manual_admin
VeePN,ValueForMoney,Includes av,Overall,no,0.00,manual_admin
VeePN,ValueForMoney,Includes dark web monitor,Overall,no,0.00,editorial_default
VeePN,ValueForMoney,Includes password manager,Overall,yes,0.30,editorial_default
VeePN,ValueForMoney,Intro lowest price tier,Overall,under_3_usd,1.00,editorial_default
VeePN,ValueForMoney,Money back duration,Overall,30_to_44,0.90,editorial_default
VeePN,ValueForMoney,Monthly price tier,Overall,over_14,0.00,editorial_default
VeePN,ValueForMoney,Pricing consistency,Overall,consistent,0.60,editorial_default
VeePN,ValueForMoney,Renewal lowest price tier,Overall,under_3_usd,1.00,editorial_default
VeePN,ValueForMoney,Static ip included,Overall,no,0.00,editorial_default
VeePN,ValueForMoney,Student discount,Overall,no,0.00,manual_admin
VeePN,ValueForMoney,Subscription term count,Overall,three_plus,0.50,manual_admin
VeePN,ValueForMoney,Traditional payments,Overall,multiple,0.30,editorial_default
VPN Proxy Master,EaseOfUse,_section_total,Overall,,5.10,calculated
VPN Proxy Master,EaseOfUse,Apps for major platforms,Overall,all_4,1.00,manual_admin
VPN Proxy Master,EaseOfUse,Browser extensions,Overall,1_plus,0.50,editorial_default
VPN Proxy Master,EaseOfUse,Ease of cancellation,Overall,moderate,0.20,editorial_default
VPN Proxy Master,EaseOfUse,Ease of signup,Overall,very_easy,0.70,manual_admin
VPN Proxy Master,EaseOfUse,Knowledge base,Overall,comprehensive,0.40,manual_admin
VPN Proxy Master,EaseOfUse,Linux support,Overall,none,0.00,editorial_default
VPN Proxy Master,EaseOfUse,Live chat quality,Overall,business_hours,0.40,editorial_default
VPN Proxy Master,EaseOfUse,Quick connect,Overall,yes,0.80,manual_admin
VPN Proxy Master,EaseOfUse,Router support,Overall,none,0.00,editorial_default
VPN Proxy Master,EaseOfUse,Setup guides,Overall,partial,0.20,manual_admin
VPN Proxy Master,EaseOfUse,Streaming device apps eou,Overall,2_plus,0.50,editorial_default
VPN Proxy Master,EaseOfUse,Task specific servers,Overall,yes,0.40,manual_admin
VPN Proxy Master,Security,_section_total,Overall,,5.80,calculated
VPN Proxy Master,Security,Anonymous payment,Overall,multiple,0.40,editorial_default
VPN Proxy Master,Security,Authentication strength,Overall,weaker,0.00,manual_admin
VPN Proxy Master,Security,Dns leak pass rate,Overall,tier_pass,0.80,editorial_default
VPN Proxy Master,Security,Encryption strength,Overall,aes_128_or_higher,0.60,manual_admin
VPN Proxy Master,Security,Hq jurisdiction,Overall,outside_14_eyes,0.50,calculated
VPN Proxy Master,Security,Independent audit,Overall,none,0.00,editorial_default
VPN Proxy Master,Security,Ipv4 leak pass rate,Overall,tier_pass,0.30,editorial_default
VPN Proxy Master,Security,Ipv6 leak pass rate,Overall,tier_pass,0.80,editorial_default
VPN Proxy Master,Security,Kill switch effectiveness,Overall,effective,0.60,editorial_default
VPN Proxy Master,Security,Modern protocols,Overall,has_modern,0.70,manual_admin
VPN Proxy Master,Security,No logs policy status,Overall,logs_kept,0.00,editorial_default
VPN Proxy Master,Security,Perfect forward secrecy,Overall,yes,0.30,manual_admin
VPN Proxy Master,Security,Restrictive region access,Overall,no,0.00,editorial_default
VPN Proxy Master,Security,Webrtc leak pass rate,Overall,tier_pass,0.80,editorial_default
VPN Proxy Master,Speed,_section_total,Overall,,7.80,calculated
VPN Proxy Master,Speed,_section_total_v3_global,Overall,,5.00,editorial_default
VPN Proxy Master,Speed,_section_total_v3_uk,Overall,,5.00,editorial_default
VPN Proxy Master,Speed,Connection time,Overall,tier_okay,0.05,editorial_default
VPN Proxy Master,Speed,Download tier,Overall,tier_good,2.65,editorial_default
VPN Proxy Master,Speed,Jitter tier,Overall,tier_good,0.20,editorial_default
VPN Proxy Master,Speed,Latency tier,Overall,tier_good,1.50,editorial_default
VPN Proxy Master,Speed,Long distance speed,Overall,tier_consistent,1.00,editorial_default
VPN Proxy Master,Speed,Packet loss tier,Overall,tier_good,0.40,editorial_default
VPN Proxy Master,Speed,Speed consistency,Overall,tier_consistent,1.00,editorial_default
VPN Proxy Master,Speed,Upload tier,Overall,tier_good,1.00,editorial_default
VPN Proxy Master,Streaming,_section_total,Overall,,0.60,calculated
VPN Proxy Master,Streaming,Android tv app,Overall,,0.00,comparitech_api
VPN Proxy Master,Streaming,Browser extensions,Overall,yes,,editorial_default
VPN Proxy Master,Streaming,Includes ad blocker,Overall,,0.00,comparitech_api
VPN Proxy Master,Streaming,Number of locations in relevant country,Overall,<5,1.20,comparitech_api
VPN Proxy Master,Streaming,Offers a smart dns service,Overall,,0.00,comparitech_api
VPN Proxy Master,Streaming,Simultaneous stream capacity,Overall,4_plus,0.30,editorial_default
VPN Proxy Master,Streaming,Streaming device apps,Overall,none,0.00,calculated
VPN Proxy Master,Streaming,Streaming unblock toolkit,Overall,yes,0.30,editorial_default
VPN Proxy Master,Streaming,Tier1 streaming,Overall,most_3_or_4,,editorial_default
VPN Proxy Master,Streaming,Tier2 streaming,Overall,most_3_or_4,,editorial_default
VPN Proxy Master,Streaming,Tier3 streaming,Overall,most_3_or_4,,editorial_default
VPN Proxy Master,Streaming,Works in high censorship countries,Overall,,0.00,comparitech_api
VPN Proxy Master,SystemPerformance,_section_total,Overall,,4.00,calculated
VPN Proxy Master,SystemPerformance,Cpu tier,Overall,tier_okay,1.20,editorial_default
VPN Proxy Master,SystemPerformance,Idle delta cpu tier,Overall,tier_okay,0.00,editorial_default
VPN Proxy Master,SystemPerformance,Load efficiency tier,Overall,tier_okay,4.00,editorial_default
VPN Proxy Master,SystemPerformance,Network overhead tier,Overall,tier_okay,1.00,editorial_default
VPN Proxy Master,SystemPerformance,Ram delta tier,Overall,tier_okay,0.00,editorial_default
VPN Proxy Master,SystemPerformance,Ram tier,Overall,tier_okay,1.20,editorial_default
VPN Proxy Master,ValueForMoney,_section_total,Overall,,6.36,calculated
VPN Proxy Master,ValueForMoney,Anonymous payments vfm,Overall,multiple,0.50,editorial_default
VPN Proxy Master,ValueForMoney,Clear cancellation,Overall,yes,0.50,editorial_default
VPN Proxy Master,ValueForMoney,Connection limit tier,Overall,10_plus,1.36,editorial_default
VPN Proxy Master,ValueForMoney,Country count,Overall,under_30,,manual_admin
VPN Proxy Master,ValueForMoney,Free trial available,Overall,yes,0.40,manual_admin
VPN Proxy Master,ValueForMoney,Includes av,Overall,no,0.00,manual_admin
VPN Proxy Master,ValueForMoney,Includes dark web monitor,Overall,no,0.00,editorial_default
VPN Proxy Master,ValueForMoney,Includes password manager,Overall,no,0.00,editorial_default
VPN Proxy Master,ValueForMoney,Intro lowest price tier,Overall,under_3_usd,1.00,editorial_default
VPN Proxy Master,ValueForMoney,Money back duration,Overall,30_to_44,0.90,editorial_default
VPN Proxy Master,ValueForMoney,Monthly price tier,Overall,12_to_14,0.40,editorial_default
VPN Proxy Master,ValueForMoney,Pricing consistency,Overall,extreme,0.30,editorial_default
VPN Proxy Master,ValueForMoney,Renewal lowest price tier,Overall,over_10,0.00,editorial_default
VPN Proxy Master,ValueForMoney,Static ip included,Overall,no,0.00,editorial_default
VPN Proxy Master,ValueForMoney,Student discount,Overall,yes,0.20,manual_admin
VPN Proxy Master,ValueForMoney,Subscription term count,Overall,three_plus,0.50,manual_admin
VPN Proxy Master,ValueForMoney,Traditional payments,Overall,multiple,0.30,editorial_default
VPN Shield,EaseOfUse,_section_total,Overall,,1.20,calculated
VPN Shield,EaseOfUse,Browser extensions,Overall,none,0.00,editorial_default
VPN Shield,EaseOfUse,Ease of cancellation,Overall,difficult,0.00,manual_admin
VPN Shield,EaseOfUse,Ease of signup,Overall,very_easy,0.70,manual_admin
VPN Shield,EaseOfUse,Knowledge base,Overall,basic,0.20,manual_admin
VPN Shield,EaseOfUse,Linux support,Overall,none,0.00,editorial_default
VPN Shield,EaseOfUse,Live chat quality,Overall,email_only,0.10,editorial_default
VPN Shield,EaseOfUse,Quick connect,Overall,no,0.00,manual_admin
VPN Shield,EaseOfUse,Quick pick purpose,Overall,no,0.00,manual_admin
VPN Shield,EaseOfUse,Router support,Overall,none,0.00,editorial_default
VPN Shield,EaseOfUse,Setup guides,Overall,partial,0.20,manual_admin
VPN Shield,EaseOfUse,Streaming device apps eou,Overall,none,0.00,editorial_default
VPN Shield,EaseOfUse,Task specific servers,Overall,no,0.00,manual_admin
VPN Shield,Security,_section_total,Overall,,3.50,calculated
VPN Shield,Security,Anonymous payment,Overall,none,0.00,editorial_default
VPN Shield,Security,Authentication strength,Overall,weaker,0.00,manual_admin
VPN Shield,Security,Dns leak pass rate,Overall,tier_pass,0.80,editorial_default
VPN Shield,Security,Encryption strength,Overall,weaker,0.00,manual_admin
VPN Shield,Security,Hq jurisdiction,Overall,outside_14_eyes,0.50,calculated
VPN Shield,Security,Ipv4 leak pass rate,Overall,tier_pass,0.30,editorial_default
VPN Shield,Security,Ipv6 leak pass rate,Overall,tier_pass,0.80,editorial_default
VPN Shield,Security,Kill switch effectiveness,Overall,none,0.00,manual_admin
VPN Shield,Security,Modern protocols,Overall,openvpn_only,0.30,calculated
VPN Shield,Security,Obfuscation available,Overall,no,0.00,calculated
VPN Shield,Security,Webrtc leak pass rate,Overall,tier_pass,0.80,editorial_default
VPN Shield,Speed,_section_total,Overall,,7.80,calculated
VPN Shield,Speed,_section_total_v3_global,Overall,,5.00,editorial_default
VPN Shield,Speed,_section_total_v3_uk,Overall,,5.00,editorial_default
VPN Shield,Speed,Connection time,Overall,tier_okay,0.05,editorial_default
VPN Shield,Speed,Download tier,Overall,tier_good,2.65,editorial_default
VPN Shield,Speed,Jitter tier,Overall,tier_good,0.20,editorial_default
VPN Shield,Speed,Latency tier,Overall,tier_good,1.50,editorial_default
VPN Shield,Speed,Long distance speed,Overall,tier_consistent,1.00,editorial_default
VPN Shield,Speed,Packet loss tier,Overall,tier_good,0.40,editorial_default
VPN Shield,Speed,Speed consistency,Overall,tier_consistent,1.00,editorial_default
VPN Shield,Speed,Upload tier,Overall,tier_good,1.00,editorial_default
VPN Shield,Streaming,_section_total,Overall,,0.30,calculated
VPN Shield,Streaming,Android tv app,Overall,,0.00,comparitech_api
VPN Shield,Streaming,Browser extensions,Overall,no,,editorial_default
VPN Shield,Streaming,Includes ad blocker,Overall,,0.00,comparitech_api
VPN Shield,Streaming,Number of locations in relevant country,Overall,<5,1.20,comparitech_api
VPN Shield,Streaming,Offers a smart dns service,Overall,,0.00,comparitech_api
VPN Shield,Streaming,Simultaneous stream capacity,Overall,4_plus,0.30,editorial_default
VPN Shield,Streaming,Streaming device apps,Overall,none,0.00,calculated
VPN Shield,Streaming,Streaming unblock toolkit,Overall,no,0.00,editorial_default
VPN Shield,Streaming,Tier1 streaming,Overall,most_3_or_4,,editorial_default
VPN Shield,Streaming,Tier2 streaming,Overall,most_3_or_4,,editorial_default
VPN Shield,Streaming,Tier3 streaming,Overall,most_3_or_4,,editorial_default
VPN Shield,Streaming,Works in high censorship countries,Overall,,0.00,comparitech_api
VPN Shield,SystemPerformance,_section_total,Overall,,4.00,calculated
VPN Shield,SystemPerformance,Cpu tier,Overall,tier_okay,1.20,editorial_default
VPN Shield,SystemPerformance,Idle delta cpu tier,Overall,tier_okay,0.00,editorial_default
VPN Shield,SystemPerformance,Load efficiency tier,Overall,tier_okay,4.00,editorial_default
VPN Shield,SystemPerformance,Network overhead tier,Overall,tier_okay,1.00,editorial_default
VPN Shield,SystemPerformance,Ram delta tier,Overall,tier_okay,0.00,editorial_default
VPN Shield,SystemPerformance,Ram tier,Overall,tier_okay,1.20,editorial_default
VPN Shield,ValueForMoney,_section_total,Overall,,4.15,calculated
VPN Shield,ValueForMoney,Anonymous payments vfm,Overall,none,0.00,editorial_default
VPN Shield,ValueForMoney,Connection limit tier,Overall,under_6,0.45,editorial_default
VPN Shield,ValueForMoney,Country count,Overall,under_30,,manual_admin
VPN Shield,ValueForMoney,Free trial available,Overall,yes,0.40,manual_admin
VPN Shield,ValueForMoney,Includes av,Overall,no,0.00,manual_admin
VPN Shield,ValueForMoney,Intro lowest price tier,Overall,under_3_usd,1.00,editorial_default
VPN Shield,ValueForMoney,Monthly price tier,Overall,under_10,1.00,editorial_default
VPN Shield,ValueForMoney,Pricing consistency,Overall,consistent,0.60,editorial_default
VPN Shield,ValueForMoney,Student discount,Overall,no,0.00,manual_admin
VPN Shield,ValueForMoney,Subscription term count,Overall,three_plus,0.50,manual_admin
VPN Shield,ValueForMoney,Traditional payments,Overall,single,0.20,editorial_default
VPN Unlimited,EaseOfUse,_section_total,Overall,,4.30,calculated
VPN Unlimited,EaseOfUse,Apps for major platforms,Overall,all_4,1.00,manual_admin
VPN Unlimited,EaseOfUse,Browser extensions,Overall,1_plus,0.50,editorial_default
VPN Unlimited,EaseOfUse,Ease of cancellation,Overall,very_easy,0.40,editorial_default
VPN Unlimited,EaseOfUse,Linux support,Overall,app_with_gui,0.50,editorial_default
VPN Unlimited,EaseOfUse,Live chat quality,Overall,email_only,0.10,editorial_default
VPN Unlimited,EaseOfUse,Quick connect,Overall,yes,0.80,manual_admin
VPN Unlimited,EaseOfUse,Router support,Overall,app_or_firmware,0.50,editorial_default
VPN Unlimited,EaseOfUse,Streaming device apps eou,Overall,2_plus,0.50,editorial_default
VPN Unlimited,EaseOfUse,Task specific servers,Overall,no,0.00,manual_admin
VPN Unlimited,Security,_section_total,Overall,,6.20,calculated
VPN Unlimited,Security,Anonymous payment,Overall,multiple,0.40,editorial_default
VPN Unlimited,Security,Authentication strength,Overall,weaker,0.00,manual_admin
VPN Unlimited,Security,Dns leak pass rate,Overall,tier_pass,0.80,editorial_default
VPN Unlimited,Security,Encryption strength,Overall,aes_128_or_higher,0.60,calculated
VPN Unlimited,Security,Hq jurisdiction,Overall,inside_14_eyes,0.00,calculated
VPN Unlimited,Security,Independent audit,Overall,none,0.00,editorial_default
VPN Unlimited,Security,Ipv4 leak pass rate,Overall,tier_pass,0.30,editorial_default
VPN Unlimited,Security,Ipv6 leak pass rate,Overall,tier_pass,0.80,editorial_default
VPN Unlimited,Security,Kill switch effectiveness,Overall,effective,0.60,editorial_default
VPN Unlimited,Security,Modern protocols,Overall,has_modern,0.70,calculated
VPN Unlimited,Security,No logs policy status,Overall,logs_kept,0.00,editorial_default
VPN Unlimited,Security,Obfuscation available,Overall,yes,0.50,calculated
VPN Unlimited,Security,Perfect forward secrecy,Overall,yes,0.30,manual_admin
VPN Unlimited,Security,Restrictive region access,Overall,yes,0.30,editorial_default
VPN Unlimited,Security,Rsa key length,Overall,2048,0.10,manual_admin
VPN Unlimited,Security,Webrtc leak pass rate,Overall,tier_pass,0.80,editorial_default
VPN Unlimited,Speed,_section_total,Overall,,7.80,calculated
VPN Unlimited,Speed,_section_total_v3_global,Overall,,5.00,editorial_default
VPN Unlimited,Speed,_section_total_v3_uk,Overall,,5.00,editorial_default
VPN Unlimited,Speed,Connection time,Overall,tier_okay,0.05,editorial_default
VPN Unlimited,Speed,Download tier,Overall,tier_good,2.65,editorial_default
VPN Unlimited,Speed,Jitter tier,Overall,tier_good,0.20,editorial_default
VPN Unlimited,Speed,Latency tier,Overall,tier_good,1.50,editorial_default
VPN Unlimited,Speed,Long distance speed,Overall,tier_consistent,1.00,editorial_default
VPN Unlimited,Speed,Packet loss tier,Overall,tier_good,0.40,editorial_default
VPN Unlimited,Speed,Speed consistency,Overall,tier_consistent,1.00,editorial_default
VPN Unlimited,Speed,Upload tier,Overall,tier_good,1.00,editorial_default
VPN Unlimited,Streaming,_section_total,Overall,,0.45,calculated
VPN Unlimited,Streaming,Android tv app,Overall,,0.00,comparitech_api
VPN Unlimited,Streaming,Browser extensions,Overall,yes,,editorial_default
VPN Unlimited,Streaming,Includes ad blocker,Overall,,0.00,comparitech_api
VPN Unlimited,Streaming,Number of locations in relevant country,Overall,<5,1.20,comparitech_api
VPN Unlimited,Streaming,Offers a smart dns service,Overall,,0.00,comparitech_api
VPN Unlimited,Streaming,Simultaneous stream capacity,Overall,under_4,0.15,editorial_default
VPN Unlimited,Streaming,Streaming device apps,Overall,none,0.00,calculated
VPN Unlimited,Streaming,Streaming unblock toolkit,Overall,yes,0.30,editorial_default
VPN Unlimited,Streaming,Tier1 streaming,Overall,most_3_or_4,,editorial_default
VPN Unlimited,Streaming,Tier2 streaming,Overall,most_3_or_4,,editorial_default
VPN Unlimited,Streaming,Tier3 streaming,Overall,most_3_or_4,,editorial_default
VPN Unlimited,Streaming,Works in high censorship countries,Overall,,0.00,comparitech_api
VPN Unlimited,SystemPerformance,_section_total,Overall,,4.00,calculated
VPN Unlimited,SystemPerformance,Cpu tier,Overall,tier_okay,1.20,editorial_default
VPN Unlimited,SystemPerformance,Idle delta cpu tier,Overall,tier_okay,0.00,editorial_default
VPN Unlimited,SystemPerformance,Load efficiency tier,Overall,tier_okay,4.00,editorial_default
VPN Unlimited,SystemPerformance,Network overhead tier,Overall,tier_okay,1.00,editorial_default
VPN Unlimited,SystemPerformance,Ram delta tier,Overall,tier_okay,0.00,editorial_default
VPN Unlimited,SystemPerformance,Ram tier,Overall,tier_okay,1.20,editorial_default
VPN Unlimited,ValueForMoney,_section_total,Overall,,6.65,calculated
VPN Unlimited,ValueForMoney,Anonymous payments vfm,Overall,multiple,0.50,editorial_default
VPN Unlimited,ValueForMoney,Clear cancellation,Overall,yes,0.50,editorial_default
VPN Unlimited,ValueForMoney,Connection limit tier,Overall,under_6,0.45,editorial_default
VPN Unlimited,ValueForMoney,Country count,Overall,under_30,,manual_admin
VPN Unlimited,ValueForMoney,Free trial available,Overall,yes,0.40,manual_admin
VPN Unlimited,ValueForMoney,Includes av,Overall,no,0.00,manual_admin
VPN Unlimited,ValueForMoney,Includes dark web monitor,Overall,no,0.00,editorial_default
VPN Unlimited,ValueForMoney,Includes password manager,Overall,no,0.00,editorial_default
VPN Unlimited,ValueForMoney,Intro lowest price tier,Overall,3_to_5,0.70,editorial_default
VPN Unlimited,ValueForMoney,Money back duration,Overall,30_to_44,0.90,editorial_default
VPN Unlimited,ValueForMoney,Monthly price tier,Overall,under_10,1.00,editorial_default
VPN Unlimited,ValueForMoney,Pricing consistency,Overall,consistent,0.60,editorial_default
VPN Unlimited,ValueForMoney,Renewal lowest price tier,Overall,5_to_7,0.50,editorial_default
VPN Unlimited,ValueForMoney,Static ip included,Overall,yes,0.30,editorial_default
VPN Unlimited,ValueForMoney,Student discount,Overall,no,0.00,manual_admin
VPN Unlimited,ValueForMoney,Subscription term count,Overall,three_plus,0.50,manual_admin
VPN Unlimited,ValueForMoney,Traditional payments,Overall,multiple,0.30,editorial_default
VPNArea,Security,_section_total,Overall,,5.60,calculated
VPNArea,Security,Anonymous payment,Overall,single,0.20,editorial_default
VPNArea,Security,Authentication strength,Overall,weaker,0.00,calculated
VPNArea,Security,Dns leak pass rate,Overall,tier_pass,0.80,editorial_default
VPNArea,Security,Encryption strength,Overall,aes_128_or_higher,0.60,calculated
VPNArea,Security,Hq jurisdiction,Overall,outside_14_eyes,0.50,calculated
VPNArea,Security,Ipv4 leak pass rate,Overall,tier_pass,0.30,editorial_default
VPNArea,Security,Ipv6 leak pass rate,Overall,tier_pass,0.80,editorial_default
VPNArea,Security,Kill switch effectiveness,Overall,effective,0.60,editorial_default
VPNArea,Security,Modern protocols,Overall,openvpn_only,0.30,calculated
VPNArea,Security,Obfuscation available,Overall,yes,0.50,calculated
VPNArea,Security,Rsa key length,Overall,4096_plus,0.20,calculated
VPNArea,Security,Webrtc leak pass rate,Overall,tier_pass,0.80,editorial_default
VPNArea,Speed,_section_total,Overall,,7.80,calculated
VPNArea,Speed,_section_total_v3_global,Overall,,5.00,editorial_default
VPNArea,Speed,_section_total_v3_uk,Overall,,5.00,editorial_default
VPNArea,Speed,Connection time,Overall,tier_okay,0.05,editorial_default
VPNArea,Speed,Download tier,Overall,tier_good,2.65,editorial_default
VPNArea,Speed,Jitter tier,Overall,tier_good,0.20,editorial_default
VPNArea,Speed,Latency tier,Overall,tier_good,1.50,editorial_default
VPNArea,Speed,Long distance speed,Overall,tier_consistent,1.00,editorial_default
VPNArea,Speed,Packet loss tier,Overall,tier_good,0.40,editorial_default
VPNArea,Speed,Speed consistency,Overall,tier_consistent,1.00,editorial_default
VPNArea,Speed,Upload tier,Overall,tier_good,1.00,editorial_default
VPNArea,Streaming,_section_total,Overall,,0.30,calculated
VPNArea,Streaming,Android tv app,Overall,,0.00,comparitech_api
VPNArea,Streaming,Includes ad blocker,Overall,,0.00,comparitech_api
VPNArea,Streaming,Number of locations in relevant country,Overall,<5,1.20,comparitech_api
VPNArea,Streaming,Offers a smart dns service,Overall,,0.00,comparitech_api
VPNArea,Streaming,Simultaneous stream capacity,Overall,4_plus,0.30,editorial_default
VPNArea,Streaming,Streaming device apps,Overall,none,0.00,calculated
VPNArea,Streaming,Streaming unblock toolkit,Overall,no,0.00,editorial_default
VPNArea,Streaming,Tier1 streaming,Overall,most_3_or_4,,editorial_default
VPNArea,Streaming,Tier2 streaming,Overall,most_3_or_4,,editorial_default
VPNArea,Streaming,Tier3 streaming,Overall,most_3_or_4,,editorial_default
VPNArea,Streaming,Works in high censorship countries,Overall,,0.00,comparitech_api
VPNArea,SystemPerformance,_section_total,Overall,,4.00,calculated
VPNArea,SystemPerformance,Cpu tier,Overall,tier_okay,1.20,editorial_default
VPNArea,SystemPerformance,Idle delta cpu tier,Overall,tier_okay,0.00,editorial_default
VPNArea,SystemPerformance,Load efficiency tier,Overall,tier_okay,4.00,editorial_default
VPNArea,SystemPerformance,Network overhead tier,Overall,tier_okay,1.00,editorial_default
VPNArea,SystemPerformance,Ram delta tier,Overall,tier_okay,0.00,editorial_default
VPNArea,SystemPerformance,Ram tier,Overall,tier_okay,1.20,editorial_default
VPNArea,ValueForMoney,_section_total,Overall,,2.00,calculated
VPNArea,ValueForMoney,Anonymous payments vfm,Overall,single,0.30,editorial_default
VPNArea,ValueForMoney,Connection limit tier,Overall,unlimited,1.70,editorial_default
VPNArea,ValueForMoney,Country count,Overall,60_plus,,manual_admin
VPNBook,EaseOfUse,_section_total,Overall,,2.90,calculated
VPNBook,EaseOfUse,Apps for major platforms,Overall,all_4,1.00,manual_admin
VPNBook,EaseOfUse,Browser extensions,Overall,none,0.00,editorial_default
VPNBook,EaseOfUse,Ease of cancellation,Overall,,,editorial_default
VPNBook,EaseOfUse,Ease of signup,Overall,very_easy,0.70,manual_admin
VPNBook,EaseOfUse,Knowledge base,Overall,basic,0.20,manual_admin
VPNBook,EaseOfUse,Linux support,Overall,app_with_gui,0.50,editorial_default
VPNBook,EaseOfUse,Live chat quality,Overall,email_only,0.10,editorial_default
VPNBook,EaseOfUse,Quick connect,Overall,no,0.00,manual_admin
VPNBook,EaseOfUse,Quick pick purpose,Overall,no,0.00,manual_admin
VPNBook,EaseOfUse,Router support,Overall,none,0.00,editorial_default
VPNBook,EaseOfUse,Setup guides,Overall,comprehensive,0.40,manual_admin
VPNBook,EaseOfUse,Streaming device apps eou,Overall,none,0.00,editorial_default
VPNBook,EaseOfUse,Task specific servers,Overall,no,0.00,manual_admin
VPNBook,Security,_section_total,Overall,,5.80,calculated
VPNBook,Security,Anonymous payment,Overall,none,0.00,editorial_default
VPNBook,Security,Authentication strength,Overall,sha384_or_higher,0.30,manual_admin
VPNBook,Security,Dns leak pass rate,Overall,tier_pass,0.80,editorial_default
VPNBook,Security,Encryption strength,Overall,aes_128_or_higher,0.60,calculated
VPNBook,Security,Hq jurisdiction,Overall,outside_14_eyes,0.50,calculated
VPNBook,Security,Independent audit,Overall,none,0.00,editorial_default
VPNBook,Security,Ipv4 leak pass rate,Overall,tier_pass,0.30,editorial_default
VPNBook,Security,Ipv6 leak pass rate,Overall,tier_pass,0.80,editorial_default
VPNBook,Security,Kill switch effectiveness,Overall,effective,0.60,editorial_default
VPNBook,Security,Modern protocols,Overall,has_modern,0.70,manual_admin
VPNBook,Security,No logs policy status,Overall,logs_kept,0.00,editorial_default
VPNBook,Security,Obfuscation available,Overall,no,0.00,manual_admin
VPNBook,Security,Perfect forward secrecy,Overall,yes,0.30,manual_admin
VPNBook,Security,Restrictive region access,Overall,no,0.00,editorial_default
VPNBook,Security,Rsa key length,Overall,2048,0.10,manual_admin
VPNBook,Security,Webrtc leak pass rate,Overall,tier_pass,0.80,editorial_default
VPNBook,Speed,_section_total,Overall,,7.80,calculated
VPNBook,Speed,_section_total_v3_global,Overall,,5.00,editorial_default
VPNBook,Speed,_section_total_v3_uk,Overall,,5.00,editorial_default
VPNBook,Speed,Connection time,Overall,tier_okay,0.05,editorial_default
